,RESPONSEID,MAINBRANCH,EMPLOYMENT,COUNTRY,USSTATE,UKCOUNTRY,EDLEVEL,AGE1STCODE,LEARNCODE,YEARSCODE,YEARSCODEPRO,DEVTYPE,ORGSIZE,CURRENCY,COMPTOTAL,COMPFREQ,LANGUAGEHAVEWORKEDWITH,LANGUAGEWANTTOWORKWITH,DATABASEHAVEWORKEDWITH,DATABASEWANTTOWORKWITH,PLATFORMHAVEWORKEDWITH,PLATFORMWANTTOWORKWITH,WEBFRAMEHAVEWORKEDWITH,WEBFRAMEWANTTOWORKWITH,MISCTECHHAVEWORKEDWITH,MISCTECHWANTTOWORKWITH,TOOLSTECHHAVEWORKEDWITH,TOOLSTECHWANTTOWORKWITH,NEWCOLLABTOOLSHAVEWORKEDWITH,NEWCOLLABTOOLSWANTTOWORKWITH,OPSYS,NEWSTUCK,NEWSOSITES,SOVISITFREQ,SOACCOUNT,SOPARTFREQ,SOCOMM,NEWOTHERCOMMS,AGE,GENDER,TRANS,SEXUALITY,ETHNICITY,ACCESSIBILITY,MENTALHEALTH,SURVEYLENGTH,SURVEYEASE,CONVERTEDCOMPYEARLY,AYUDA
49003,49004,I am a developer by profession,Employed full-time,ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",20,10,"Developer, front-end;Developer, full-stack","10,000 or more employees",EUR European Euro,64000.0,Yearly,HTML/CSS;JavaScript;Node.js;PHP,HTML/CSS;JavaScript;Node.js;TypeScript,MariaDB;MySQL;Redis;SQLite,MariaDB;MySQL;Redis,AWS;Microsoft Azure,AWS,Express;Laravel;Vue.js,Express;Laravel;Vue.js,,,Docker;Git;Kubernetes;Yarn,Docker;Git,Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,A few times per month or weekly,True,Less than once per month or monthly,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,,None of the above,None of the above,Appropriate in length,Easy,69183.0,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later Stack Overflow
49046,49047,I am a developer by profession,Employed full-time,ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Colleague;Books / Physical media",10,7,"Developer, full-stack;Developer, back-end",20 to 99 employees,EUR European Euro,55000.0,Yearly,Dart;Go;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,,AWS;DigitalOcean;Microsoft Azure,,Express;React.js;Vue.js,,Flutter,,Docker;Git;Kubernetes;Yarn,,Visual Studio Code;Webstorm;Xcode,,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,Less than once per month or monthly,True,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,59454.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later Stack Overflow
49065,49066,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Colleague",11,6,"Developer, mobile;Developer, back-end",20 to 99 employees,EUR European Euro,32000.0,Yearly,Kotlin,JavaScript;Kotlin;Python;SQL,Firebase;SQLite,,Microsoft Azure,Microsoft Azure,,,,,Git,Git,Android Studio;Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,34591.0,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic Stack Overflow;Stack Exchange
49109,49110,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Books / Physical media,30,19,"Developer, back-end","1,000 to 4,999 employees",EUR European Euro,106000.0,Yearly,JavaScript;PHP,C#,MySQL,Microsoft SQL Server,,,,,,,Git,Git,PHPStorm;Visual Studio Code,Visual Studio;Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,True,A few times per month or weekly,"Yes, definitely",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,114584.0,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later Stack Overflow;Stack Exchange
49127,49128,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Online Forum;Online Courses or Certification;Books / Physical media,40,33,"Developer, front-end;Developer, full-stack;Developer, back-end;Educator","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,,,Haskell;HTML/CSS;JavaScript,Haskell;HTML/CSS;JavaScript;Python,,,AWS,,,,,,Docker;Git,Deno;Docker;Git,Visual Studio Code,Visual Studio Code,MacOS,Go for a walk or other physical activity;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per month or weekly,True,Less than once per month or monthly,Neutral,Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,,Go for a walk or other physical activity;Visit another developer community (please name): Stack Overflow;Stack Exchange
49148,49149,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,25 - 34 years,School;Books / Physical media,10,7,"Developer, back-end","5,000 to 9,999 employees",EUR European Euro,40000.0,Yearly,Bash/Shell;C;Java;JavaScript;Kotlin;Python;TypeScript,Haskell;Java;Kotlin;TypeScript,Elasticsearch;MySQL,Elasticsearch;MySQL,AWS,AWS,Express;Spring,Express;React.js;Spring,,,Docker;Git,Docker;Git;Kubernetes;Terraform,IntelliJ;Neovim,Neovim,Linux-based,Google it,Stack Overflow,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,43239.0,Google it Stack Overflow
49161,49162,I am a developer by profession,Employed full-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",11 - 17 years,School,7,3,"Developer, full-stack",20 to 99 employees,EUR European Euro,26000.0,Monthly,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL,,AWS;Heroku,,Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;Vue.js,Express;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker,Docker,IntelliJ;Rider;Sublime Text;Visual Studio;Visual Studio Code,Rider;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,True,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,337260.0,Call a coworker or friend;Visit Stack Overflow;Google it;Meditate Stack Overflow;Stack Exchange
49195,49196,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Colleague;Books / Physical media",10,5,"Developer, full-stack","1,000 to 4,999 employees",EUR European Euro,57500.0,Yearly,HTML/CSS;JavaScript;Kotlin;Node.js;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,,,Heroku,Heroku,Express;React.js,Express;React.js,,,Chef;Docker;Git;Kubernetes;Yarn,Deno;Docker;Git;Kubernetes;Yarn,IntelliJ;Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Google it,Stack Overflow,A few times per month or weekly,True,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,62156.0,Call a coworker or friend;Google it Stack Overflow
49217,49218,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Coding Bootcamp;Online Forum;Online Courses or Certification;Colleague,11,5,"Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack;Developer, embedded applications or devices",500 to 999 employees,EUR European Euro,32000.0,Yearly,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,Elasticsearch;MySQL;SQLite,Elasticsearch;MongoDB;MySQL,AWS;Heroku;Microsoft Azure,AWS;Microsoft Azure;Oracle Cloud Infrastructure,Angular;Django,Angular;Django;Flask;Vue.js,Cordova,Cordova;Flutter;Hadoop,Docker;Git;Kubernetes;Unity 3D,Docker;Git;Kubernetes;Unity 3D;Unreal Engine,Android Studio;Eclipse;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio Code,Windows Subsystem for Linux (WSL),Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,34591.0,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow;Stack Exchange
49229,49230,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Online Courses or Certification;Colleague,10,5,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Developer, QA or test;DevOps specialist;Designer;Product manager","1,000 to 4,999 employees",EUR European Euro,29500.0,Monthly,C#;JavaScript;Node.js;Ruby;SQL;VBA,C#;Dart;JavaScript;Node.js;Python;Ruby;Rust;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Cassandra;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,,,ASP.NET;Express;React.js;Ruby on Rails,ASP.NET Core ;Express;React.js;Vue.js,.NET Framework,.NET Framework;.NET Core / .NET 5;Apache Spark;Flutter;Keras;Pandas;React Native;TensorFlow;Torch/PyTorch,Git,Deno;Docker;Git;Kubernetes,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,382668.0,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
49249,49250,I am a developer by profession,Employed full-time,ESPAÑA,,,"Associate degree (A.A., A.S., etc.)",5 - 10 years,Other (please specify):,14,1,"Developer, front-end;Developer, full-stack;Developer, back-end",10 to 19 employees,EUR European Euro,575.0,Monthly,Assembly;Bash/Shell;C#;Crystal;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript;VBA,Assembly;Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;TypeScript,MariaDB;Microsoft SQL Server;MySQL;SQLite,PostgreSQL,AWS;Google Cloud Platform;Microsoft Azure,,Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;Vue.js,Express;jQuery;React.js;Vue.js,.NET Framework;.NET Core / .NET 5;NumPy;TensorFlow,Flutter;NumPy;React Native;TensorFlow,Git;Unity 3D;Xamarin,Git;Unity 3D;Unreal Engine,Android Studio;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Google it;Watch help / tutorial videos;Meditate,Stack Overflow,A few times per month or weekly,True,Less than once per month or monthly,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have autism / an autism spectrum disorder (e.g. Asperger's)",Too long,Easy,7464.0,Call a coworker or friend;Google it;Watch help / tutorial videos;Meditate Stack Overflow
49259,49260,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Friend or family member;Books / Physical media,30,22,"Developer, back-end","1,000 to 4,999 employees",EUR European Euro,90000.0,Yearly,Java;JavaScript;Node.js;SQL;TypeScript,,DynamoDB;Elasticsearch;MariaDB;MySQL;Oracle;PostgreSQL,,AWS,,Angular;Spring,,,,Ansible;Docker;Git;Kubernetes,,Atom;Eclipse;IntelliJ;Vim;Visual Studio Code,,MacOS,Call a coworker or friend;Meditate,Stack Overflow,A few times per month or weekly,True,A few times per month or weekly,"No, not really",Yes,45-54 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,97288.0,Call a coworker or friend;Meditate Stack Overflow
49383,49384,"I used to be a developer by profession, but no longer am",Retired,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,39,36,,,,,,HTML/CSS;JavaScript;PHP;Python;SQL;VBA,PHP;Python;SQL,MariaDB;MySQL;PostgreSQL;SQLite,MariaDB;MySQL;PostgreSQL;SQLite,,,jQuery;Laravel,jQuery;Laravel,NumPy;Pandas,NumPy;Pandas,Git,Git,IPython/Jupyter;PHPStorm;Vim;Visual Studio Code,IPython/Jupyter;PHPStorm;Vim;Visual Studio Code,MacOS,Google it;Watch help / tutorial videos;Meditate,Stack Overflow;Stack Exchange,A few times per month or weekly,True,Less than once per month or monthly,"No, not really",Yes,45-54 years old,Man,No,Prefer not to say,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,,Google it;Watch help / tutorial videos;Meditate Stack Overflow;Stack Exchange
49389,49390,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",25,20,"Engineer, data;Developer, back-end;Data or business analyst",I don’t know,EUR European Euro,65000.0,Yearly,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript,Bash/Shell;HTML/CSS;Java;SQL,Couchbase;Elasticsearch;IBM DB2;MongoDB,MongoDB,Microsoft Azure,Microsoft Azure,Angular;Vue.js,Vue.js,,,Docker;Git;Kubernetes;Yarn,Docker;Git;Kubernetes,Eclipse;IntelliJ;Notepad++;PyCharm;Visual Studio Code,Eclipse;IntelliJ;Notepad++;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,Neutral,Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent;I don't know;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,70264.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic Stack Overflow;Stack Exchange
49402,49403,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",22,9,"Developer, mobile","1,000 to 4,999 employees",EUR European Euro,45000.0,Yearly,Swift,Dart;Swift,,,AWS,,,,,,Git,Git,Visual Studio Code;Xcode,Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Meditate,Stack Overflow,Multiple times per day,True,Less than once per month or monthly,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,48644.0,Call a coworker or friend;Visit Stack Overflow;Google it;Meditate Stack Overflow
49418,49419,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,18 - 24 years,School,6,4,"Developer, full-stack;System administrator;Marketing or sales professional",10 to 19 employees,EUR European Euro,17000.0,Yearly,JavaScript;Rust;TypeScript,JavaScript;TypeScript,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,Vue.js,Vue.js,,,Git,,Visual Studio Code,Visual Studio Code,Windows,Google it,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,18377.0,Google it Stack Overflow;Stack Exchange
49449,49450,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,Books / Physical media,32,32,"Developer, back-end;Database administrator;Data or business analyst","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,30000.0,Yearly,Bash/Shell;PHP;Python;SQL,Bash/Shell;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,MariaDB;MongoDB;MySQL;PostgreSQL,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform,Django;FastAPI;Flask,Django;FastAPI;Flask,NumPy;Pandas,Apache Spark;Hadoop;NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker;Git;Kubernetes;Yarn,Docker;Git,Atom,Atom,Linux-based,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,"Yes, definitely",Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,I am deaf / hard of hearing,None of the above,Appropriate in length,Easy,32429.0,Visit Stack Overflow;Google it Stack Overflow;Stack Exchange
